#reverse_pos	count	cdf
1490	4	0.863967
1491	3	0.863981
1492	5	0.864005
1493	2	0.864014
1494	6	0.864043
1495	3	0.864057
1496	2	0.864066
1497	5	0.86409
1498	4	0.864109
1499	4	0.864128
1500	2	0.864137
1501	2	0.864147
1502	3	0.864161
1503	4	0.86418
1504	5	0.864203
1505	4	0.864222
1506	4	0.864241
1507	8	0.864279
1508	2	0.864288
1509	5	0.864312
1510	4	0.864331
1511	4	0.86435
1512	5	0.864374
1513	2	0.864383
1514	5	0.864407
1515	5	0.86443
1516	3	0.864444
1517	7	0.864478
1518	9	0.86452
1519	3	0.864534
1520	6	0.864563
1521	3	0.864577
1522	6	0.864605
1523	8	0.864643
1524	8	0.864681
1525	5	0.864704
1526	13	0.864766
1527	7	0.864799
1528	4	0.864818
1529	3	0.864832
1530	9	0.864874
1531	10	0.864922
1532	10	0.864969
1533	8	0.865007
1534	4	0.865026
1535	12	0.865082
1536	9	0.865125
1537	8	0.865163
1538	4	0.865182
1539	6	0.86521
1540	5	0.865234
1541	4	0.865252
1542	8	0.86529
1543	7	0.865323
1544	10	0.865371
1545	5	0.865394
1546	9	0.865437
1547	14	0.865503
1548	10	0.86555
1549	5	0.865574
1550	2	0.865583
1551	2	0.865593
1552	1	0.865597
1553	8	0.865635
1554	7	0.865668
1555	5	0.865692
1556	6	0.86572
1557	2	0.86573
1558	5	0.865753
1559	1	0.865758
1560	3	0.865772
1561	7	0.865805
1562	3	0.86582
1563	1	0.865824
1564	3	0.865838
1565	5	0.865862
1566	5	0.865886
1567	1	0.86589
1568	4	0.865909
1569	2	0.865919
1570	6	0.865947
1571	5	0.865971
1572	1	0.865975
1573	4	0.865994
1574	6	0.866023
1575	3	0.866037
1576	5	0.866061
1577	4	0.866079
1578	5	0.866103
1579	3	0.866117
1580	2	0.866127
1581	5	0.86615
1582	3	0.866165
1583	2	0.866174
1584	3	0.866188
1585	5	0.866212
1586	8	0.86625
1587	4	0.866268
1588	8	0.866306
1589	4	0.866325
1590	1	0.86633
1591	6	0.866358
1592	1	0.866363
1593	5	0.866387
1594	5	0.86641
1595	2	0.86642
1596	4	0.866439
1597	6	0.866467
1598	5	0.866491
1599	2	0.8665
1600	3	0.866514
1601	5	0.866538
1602	4	0.866557
1603	3	0.866571
1604	1	0.866576
1605	10	0.866623
1606	4	0.866642
1607	2	0.866651
1608	3	0.866665
1609	2	0.866675
1610	3	0.866689
1612	3	0.866703
1613	1	0.866708
1614	1	0.866713
1615	2	0.866722
1616	4	0.866741
1618	4	0.86676
1619	4	0.866779
1620	3	0.866793
1621	1	0.866798
1622	1	0.866802
1623	3	0.866817
1624	3	0.866831
1625	1	0.866836
1626	2	0.866845
1627	2	0.866854
1628	4	0.866873
1629	6	0.866902
1630	6	0.86693
1631	1	0.866935
1632	2	0.866944
1633	6	0.866973
1634	3	0.866987
1635	5	0.86701
1636	3	0.867025
1637	3	0.867039
1638	7	0.867072
1639	3	0.867086
1640	4	0.867105
1641	3	0.867119
1642	4	0.867138
1643	6	0.867166
1644	5	0.86719
1645	6	0.867218
1646	5	0.867242
1647	2	0.867251
1648	4	0.86727
1649	4	0.867289
1650	5	0.867313
1651	4	0.867332
1652	3	0.867346
1653	3	0.86736
1654	3	0.867374
1655	5	0.867398
1656	3	0.867412
1657	4	0.867431
1658	2	0.86744
1659	6	0.867469
1660	1	0.867473
1661	7	0.867507
1662	3	0.867521
1663	3	0.867535
1664	2	0.867544
1665	4	0.867563
1666	2	0.867573
1667	4	0.867592
1668	2	0.867601
1669	4	0.86762
1670	3	0.867634
1671	3	0.867648
1672	3	0.867662
1673	6	0.867691
1674	2	0.8677
1675	7	0.867733
1676	5	0.867757
1677	2	0.867766
1678	3	0.867781
1679	4	0.8678
1680	6	0.867828
1681	5	0.867852
1682	3	0.867866
1683	1	0.86787
1684	4	0.867889
1685	3	0.867903
1686	1	0.867908
1687	1	0.867913
1688	5	0.867937
1689	3	0.867951
1690	1	0.867955
1691	2	0.867965
1692	2	0.867974
1693	3	0.867989
1694	3	0.868003
1695	7	0.868036
1696	3	0.86805
1697	5	0.868074
1698	2	0.868083
1699	2	0.868093
1700	7	0.868126
1701	4	0.868144
1703	6	0.868173
1704	4	0.868192
1705	3	0.868206
1706	7	0.868239
1707	3	0.868253
1708	5	0.868277
1709	6	0.868305
1710	5	0.868329
1711	4	0.868348
1712	4	0.868367
1713	3	0.868381
1714	3	0.868395
1715	4	0.868414
1716	2	0.868423
1717	3	0.868437
1718	3	0.868452
1719	4	0.868471
1720	6	0.868499
1721	3	0.868513
1722	3	0.868527
1723	7	0.86856
1724	2	0.86857
1725	3	0.868584
1726	1	0.868589
1727	5	0.868612
1728	6	0.868641
1729	6	0.868669
1730	8	0.868707
1731	6	0.868735
1732	1	0.86874
1733	8	0.868778
1734	4	0.868797
1735	2	0.868806
1736	3	0.86882
1737	4	0.868839
1738	5	0.868863
1739	2	0.868872
1740	7	0.868905
1741	1	0.86891
1742	3	0.868924
1743	2	0.868934
1744	5	0.868957
1745	1	0.868962
1746	1	0.868967
1747	2	0.868976
1748	3	0.86899
1749	3	0.869005
1750	2	0.869014
1751	2	0.869023
1752	1	0.869028
1753	2	0.869038
1754	4	0.869057
1755	2	0.869066
1756	2	0.869075
1757	1	0.86908
1758	1	0.869085
1759	3	0.869099
1761	1	0.869104
1762	1	0.869108
1763	5	0.869132
1764	2	0.869142
1765	2	0.869151
1766	2	0.86916
1767	4	0.869179
1768	7	0.869212
1769	4	0.869231
1770	7	0.869264
1771	3	0.869279
1772	3	0.869293
1773	2	0.869302
1774	3	0.869316
1775	6	0.869345
1776	1	0.869349
1777	4	0.869368
1778	4	0.869387
1779	1	0.869392
1780	2	0.869401
1781	4	0.86942
1782	1	0.869425
1783	1	0.86943
1784	5	0.869453
1785	2	0.869463
1786	6	0.869491
1787	4	0.86951
1789	2	0.86952
1790	3	0.869534
1791	1	0.869539
1792	4	0.869557
1793	3	0.869572
1794	3	0.869586
1795	5	0.869609
1796	2	0.869619
1797	3	0.869633
1798	7	0.869666
1799	2	0.869676
1800	4	0.869694
1801	6	0.869723
1802	4	0.869742
1803	3	0.869756
1804	4	0.869775
1805	1	0.86978
1806	6	0.869808
1807	2	0.869817
1808	2	0.869827
1809	3	0.869841
1810	9	0.869883
1811	2	0.869893
1812	1	0.869898
1813	4	0.869917
1814	3	0.869931
1815	6	0.869959
1816	4	0.869978
1817	6	0.870006
1818	4	0.870025
1819	2	0.870035
1820	7	0.870068
1821	6	0.870096
1822	9	0.870139
1823	5	0.870162
1825	1	0.870167
1826	3	0.870181
1827	6	0.87021
1828	3	0.870224
1829	3	0.870238
1830	3	0.870252
1831	1	0.870257
1832	1	0.870262
1833	4	0.87028
1834	1	0.870285
1835	3	0.870299
1836	5	0.870323
1837	3	0.870337
1838	3	0.870351
1839	1	0.870356
1840	5	0.87038
1841	3	0.870394
1842	3	0.870408
1843	8	0.870446
1844	5	0.870469
1845	3	0.870484
1846	7	0.870517
1847	1	0.870521
1848	5	0.870545
1849	3	0.870559
1850	4	0.870578
1851	2	0.870588
1852	2	0.870597
1853	2	0.870606
1854	4	0.870625
1855	4	0.870644
1856	3	0.870658
1857	2	0.870668
1858	2	0.870677
1859	1	0.870682
1860	5	0.870706
1861	2	0.870715
1862	1	0.87072
1863	1	0.870725
1864	8	0.870762
1865	1	0.870767
1866	2	0.870777
1867	1	0.870781
1868	3	0.870795
1869	2	0.870805
1870	2	0.870814
1871	2	0.870824
1874	3	0.870838
1875	3	0.870852
1876	2	0.870862
1877	9	0.870904
1878	1	0.870909
1879	4	0.870928
1880	2	0.870937
1881	2	0.870947
1882	4	0.870966
1883	1	0.87097
1884	1	0.870975
1886	1	0.87098
1887	4	0.870999
1888	2	0.871008
1889	1	0.871013
1890	2	0.871022
1891	4	0.871041
1892	2	0.871051
1893	4	0.87107
1894	2	0.871079
1895	3	0.871093
1896	1	0.871098
1897	2	0.871107
1898	2	0.871117
1899	1	0.871122
1900	2	0.871131
1901	3	0.871145
1902	4	0.871164
1903	33	0.87132
1904	52	0.871566
1905	31	0.871712
1906	70	0.872043
1907	48	0.87227
1908	32	0.872421
1909	19	0.872511
1910	43	0.872714
1911	42	0.872913
1912	102	0.873395
1913	160	0.874151
1914	11	0.874203
1915	29	0.87434
1916	7	0.874373
1917	1	0.874377
1918	3	0.874392
1919	2	0.874401
1920	3	0.874415
1921	3	0.874429
1923	5	0.874453
1924	1	0.874458
1925	3	0.874472
1927	2	0.874481
1928	3	0.874496
1929	4	0.874514
1930	2	0.874524
1931	3	0.874538
1932	3	0.874552
1934	1	0.874557
1935	1	0.874562
1936	3	0.874576
1937	4	0.874595
1938	3	0.874609
1939	1	0.874614
1940	2	0.874623
1941	3	0.874637
1942	1	0.874642
1943	4	0.874661
1944	5	0.874685
1945	3	0.874699
1946	2	0.874708
1947	3	0.874722
1948	5	0.874746
1949	1	0.874751
1950	2	0.87476
1951	3	0.874774
1952	1	0.874779
1953	1	0.874784
1954	2	0.874793
1955	1	0.874798
1956	3	0.874812
1957	3	0.874826
1958	3	0.874841
1960	2	0.87485
1961	1	0.874855
1962	2	0.874864
1963	3	0.874878
1964	5	0.874902
1965	5	0.874926
1966	5	0.874949
1967	2	0.874959
1968	4	0.874978
1969	3	0.874992
1970	2	0.875001
1971	1	0.875006
1972	3	0.87502
1973	3	0.875034
1974	2	0.875044
1975	2	0.875053
1976	5	0.875077
1977	4	0.875096
1978	1	0.8751
1979	2	0.87511
1980	4	0.875129
1981	2	0.875138
1982	2	0.875148
1983	2	0.875157
1985	3	0.875171
1986	1	0.875176
1987	8	0.875214
1988	3	0.875228
1989	1	0.875233
1990	1	0.875237
1991	2	0.875247
1992	1	0.875252
1993	1	0.875256
1994	3	0.875271
1995	3	0.875285
1996	6	0.875313
1997	3	0.875327
1998	5	0.875351
1999	1	0.875356
2000	2	0.875365
2001	3	0.875379
2002	1	0.875384
2003	3	0.875398
2006	1	0.875403
2007	1	0.875408
2008	2	0.875417
2009	2	0.875426
2010	3	0.875441
2011	3	0.875455
2012	3	0.875469
2013	2	0.875478
2015	2	0.875488
2016	2	0.875497
2017	3	0.875512
2018	3	0.875526
2019	2	0.875535
2020	1	0.87554
2021	1	0.875545
2022	1	0.875549
2023	1	0.875554
2024	5	0.875578
2025	2	0.875587
2026	2	0.875597
2028	4	0.875615
2029	1	0.87562
2030	1	0.875625
2031	2	0.875634
2032	4	0.875653
2033	4	0.875672
2034	5	0.875696
2035	2	0.875705
2036	2	0.875715
2037	2	0.875724
2038	2	0.875734
2039	3	0.875748
2040	5	0.875771
2041	1	0.875776
2042	5	0.8758
2043	2	0.875809
2045	2	0.875819
2046	5	0.875842
2047	5	0.875866
2049	2	0.875875
2050	1	0.87588
2051	3	0.875894
2052	5	0.875918
2053	3	0.875932
2054	3	0.875946
2055	4	0.875965
2056	4	0.875984
2057	1	0.875989
2058	2	0.875998
2059	5	0.876022
2060	6	0.87605
2061	2	0.87606
2062	3	0.876074
2063	2	0.876083
2064	6	0.876112
2065	5	0.876135
2066	1	0.87614
2068	2	0.876149
2069	3	0.876164
2070	2	0.876173
2071	1	0.876178
2072	3	0.876192
2073	2	0.876201
2074	3	0.876216
2075	1	0.87622
2076	1	0.876225
2077	1	0.87623
2078	3	0.876244
2079	1	0.876249
2080	3	0.876263
2081	1	0.876268
2082	1	0.876272
2083	3	0.876287
2085	3	0.876301
2086	2	0.87631
2087	1	0.876315
2088	2	0.876324
2089	1	0.876329
2091	3	0.876343
2092	4	0.876362
2093	3	0.876376
2094	6	0.876405
2095	2	0.876414
2096	5	0.876438
2097	1	0.876442
2098	6	0.876471
2099	3	0.876485
2100	2	0.876494
2101	4	0.876513
2102	4	0.876532
2103	3	0.876546
2104	4	0.876565
2105	2	0.876575
2108	1	0.876579
2109	2	0.876589
2110	3	0.876603
2111	2	0.876613
2112	1	0.876617
2113	1	0.876622
2114	2	0.876631
2115	5	0.876655
2116	3	0.876669
2117	2	0.876679
2118	2	0.876688
2119	2	0.876698
2120	1	0.876702
2121	3	0.876717
2122	1	0.876721
2123	3	0.876735
2126	1	0.87674
2127	2	0.87675
2128	3	0.876764
2129	2	0.876773
2130	3	0.876787
2131	1	0.876792
2132	2	0.876802
2133	7	0.876835
2134	2	0.876844
2135	4	0.876863
2136	3	0.876877
2137	2	0.876887
2138	1	0.876891
2139	4	0.87691
2140	4	0.876929
2141	2	0.876939
2142	1	0.876943
2143	4	0.876962
2144	1	0.876967
2145	4	0.876986
2146	1	0.876991
2147	2	0.877
2148	1	0.877005
2149	2	0.877014
2150	2	0.877024
2151	3	0.877038
2152	2	0.877047
2153	1	0.877052
2154	4	0.877071
2155	1	0.877076
2156	1	0.87708
2157	1	0.877085
2158	2	0.877095
2159	2	0.877104
2160	3	0.877118
2161	3	0.877132
2162	3	0.877147
2163	3	0.877161
2164	1	0.877165
2165	1	0.87717
2166	4	0.877189
2168	2	0.877199
2171	1	0.877203
2172	5	0.877227
2173	1	0.877232
2174	3	0.877246
2175	1	0.877251
2176	4	0.877269
2177	2	0.877279
2178	1	0.877284
2179	2	0.877293
2180	2	0.877302
2181	1	0.877307
2182	2	0.877317
2183	1	0.877321
2184	2	0.877331
2185	2	0.87734
2186	1	0.877345
2187	2	0.877354
2188	3	0.877369
2189	1	0.877373
2190	1	0.877378
2191	1	0.877383
2192	5	0.877406
2193	3	0.877421
2194	2	0.87743
2195	1	0.877435
2196	3	0.877449
2197	3	0.877463
2198	4	0.877482
2200	1	0.877487
2202	1	0.877492
2203	1	0.877496
2206	3	0.87751
2207	2	0.87752
2210	2	0.877529
2212	2	0.877539
2213	2	0.877548
2214	3	0.877562
2215	1	0.877567
2216	1	0.877572
2217	3	0.877586
2218	3	0.8776
2219	5	0.877624
2220	2	0.877633
2221	2	0.877643
2222	2	0.877652
2223	2	0.877662
2224	4	0.877681
2225	2	0.87769
2226	3	0.877704
2227	2	0.877714
2228	3	0.877728
2229	1	0.877733
2230	2	0.877742
2231	4	0.877761
2232	2	0.87777
2233	2	0.87778
2235	3	0.877794
2236	1	0.877799
2237	2	0.877808
2238	1	0.877813
2239	2	0.877822
2240	2	0.877832
2241	1	0.877836
2242	2	0.877846
2244	3	0.87786
2245	2	0.87787
2246	1	0.877874
2247	1	0.877879
2248	1	0.877884
2249	7	0.877917
2250	2	0.877926
2251	2	0.877936
2253	3	0.87795
2254	3	0.877964
2255	1	0.877969
2256	2	0.877978
2258	2	0.877988
2260	4	0.878007
2261	4	0.878025
2265	3	0.87804
2267	2	0.878049
2268	1	0.878054
2269	2	0.878063
2270	3	0.878077
2271	2	0.878087
2273	1	0.878092
2274	2	0.878101
2275	1	0.878106
2276	3	0.87812
2277	3	0.878134
2278	3	0.878148
2279	1	0.878153
2280	4	0.878172
2281	1	0.878177
2282	2	0.878186
2283	5	0.87821
2285	3	0.878224
2286	2	0.878233
2287	2	0.878243
2288	2	0.878252
2289	3	0.878266
2290	1	0.878271
2291	2	0.878281
2292	1	0.878285
2293	2	0.878295
2294	3	0.878309
2295	3	0.878323
2297	2	0.878333
2298	2	0.878342
2299	2	0.878352
2300	7	0.878385
2302	1	0.878389
2303	1	0.878394
2304	1	0.878399
2305	1	0.878404
2306	2	0.878413
2307	1	0.878418
2308	2	0.878427
2309	1	0.878432
2310	4	0.878451
2311	2	0.87846
2312	1	0.878465
2313	2	0.878474
2314	3	0.878489
2316	2	0.878498
2317	1	0.878503
2320	3	0.878517
2321	2	0.878526
2322	2	0.878536
2331	2	0.878545
2332	1	0.87855
2333	1	0.878555
2334	3	0.878569
2335	2	0.878578
2336	1	0.878583
2337	1	0.878588
2339	1	0.878593
2340	2	0.878602
2341	1	0.878607
2342	1	0.878611
2343	1	0.878616
2345	1	0.878621
2346	1	0.878626
2347	1	0.87863
2348	1	0.878635
2350	1	0.87864
2351	2	0.878649
2352	1	0.878654
2353	2	0.878663
2354	2	0.878673
2355	2	0.878682
2357	2	0.878692
2359	2	0.878701
2360	3	0.878715
2361	1	0.87872
2362	2	0.87873
2363	1	0.878734
2364	1	0.878739
2365	2	0.878748
2366	1	0.878753
2368	1	0.878758
2369	3	0.878772
2370	3	0.878786
2371	3	0.8788
2372	2	0.87881
2373	2	0.878819
2374	1	0.878824
2376	7	0.878857
2377	1	0.878862
2378	4	0.878881
2379	4	0.8789
2380	2	0.878909
2382	6	0.878938
2383	5	0.878961
2384	1	0.878966
2385	1	0.878971
2386	3	0.878985
2387	2	0.878994
2388	3	0.879008
2389	1	0.879013
2390	3	0.879027
2391	1	0.879032
2392	5	0.879056
2393	2	0.879065
2394	1	0.87907
2395	2	0.879079
2396	2	0.879089
2397	1	0.879093
2398	3	0.879108
2400	3	0.879122
2401	1	0.879127
2402	1	0.879131
2403	1	0.879136
2404	3	0.87915
2405	1	0.879155
2406	6	0.879183
2407	4	0.879202
2408	2	0.879212
2411	2	0.879221
2412	3	0.879235
2413	2	0.879245
2415	1	0.879249
2416	2	0.879259
2419	2	0.879268
2420	6	0.879297
2421	1	0.879301
2424	1	0.879306
2425	3	0.87932
2427	2	0.87933
2429	1	0.879334
2430	1	0.879339
2432	1	0.879344
2434	1	0.879349
2437	2	0.879358
2439	2	0.879368
2440	2	0.879377
2441	1	0.879382
2443	1	0.879386
2445	4	0.879405
2446	1	0.87941
2450	1	0.879415
2451	3	0.879429
2452	3	0.879443
2454	1	0.879448
2456	2	0.879457
2457	1	0.879462
2458	1	0.879467
2459	2	0.879476
2460	1	0.879481
2461	2	0.87949
2462	2	0.8795
2463	2	0.879509
2464	1	0.879514
2467	1	0.879519
2468	1	0.879523
2469	1	0.879528
2470	1	0.879533
2471	1	0.879538
2472	1	0.879542
2473	1	0.879547
2474	3	0.879561
2476	2	0.879571
2477	1	0.879575
2478	1	0.87958
2479	1	0.879585
2481	2	0.879594
2482	1	0.879599
2483	1	0.879604
2485	1	0.879609
2486	1	0.879613
2487	1	0.879618
2489	2	0.879627
2490	2	0.879637
2491	2	0.879646
2493	2	0.879656
2494	4	0.879675
2495	1	0.879679
2496	3	0.879694
2497	7	0.879727
2498	3	0.879741
2500	2	0.87975
2503	1	0.879755
2504	1	0.87976
2507	1	0.879764
2508	4	0.879783
2509	1	0.879788
2510	2	0.879798
2513	4	0.879816
2515	1	0.879821
2516	1	0.879826
2517	1	0.879831
2518	3	0.879845
2519	3	0.879859
2520	3	0.879873
2521	4	0.879892
2522	1	0.879897
2523	2	0.879906
2524	2	0.879916
2525	1	0.87992
2526	1	0.879925
2527	3	0.879939
2528	2	0.879949
2529	2	0.879958
2531	2	0.879968
2532	1	0.879972
2533	2	0.879982
2535	1	0.879987
2536	2	0.879996
2537	4	0.880015
2538	3	0.880029
2539	2	0.880039
2540	1	0.880043
2541	4	0.880062
2542	2	0.880072
2543	3	0.880086
2544	2	0.880095
2545	2	0.880105
2546	6	0.880133
2547	2	0.880143
2548	1	0.880147
2549	2	0.880157
2550	1	0.880161
2551	2	0.880171
2552	1	0.880176
2553	1	0.88018
2554	2	0.88019
2555	1	0.880195
2556	1	0.880199
2557	2	0.880209
2558	1	0.880213
2559	1	0.880218
2560	1	0.880223
2561	3	0.880237
2562	1	0.880242
2563	2	0.880251
2564	1	0.880256
2569	1	0.880261
2570	2	0.88027
2574	1	0.880275
2577	2	0.880284
2579	1	0.880289
2580	1	0.880294
2581	1	0.880298
2586	3	0.880313
2587	1	0.880317
2588	1	0.880322
2590	1	0.880327
2591	2	0.880336
2592	1	0.880341
2594	2	0.88035
2596	1	0.880355
2598	1	0.88036
2600	1	0.880365
2601	1	0.880369
2602	2	0.880379
2608	32	0.88053
2609	129	0.88114
2610	216	0.88216
2611	112	0.88269
2612	65	0.882997
2613	103	0.883483
2614	50	0.88372
2615	74	0.884069
2616	52	0.884315
2617	2	0.884325
2622	3	0.884339
2623	1	0.884343
2625	1	0.884348
2626	1	0.884353
2627	2	0.884362
2630	1	0.884367
2631	1	0.884372
2634	1	0.884377
2636	1	0.884381
2638	2	0.884391
2639	1	0.884395
2640	1	0.8844
2641	1	0.884405
2642	4	0.884424
2643	1	0.884429
2644	1	0.884433
2645	1	0.884438
2648	1	0.884443
2650	1	0.884447
2651	1	0.884452
2652	1	0.884457
2653	1	0.884462
2655	2	0.884471
2657	4	0.88449
2658	1	0.884495
2659	2	0.884504
2661	1	0.884509
2662	1	0.884514
2663	1	0.884518
2664	2	0.884528
2666	2	0.884537
2667	1	0.884542
2672	2	0.884551
2677	2	0.884561
2687	1	0.884566
2689	1	0.88457
2691	1	0.884575
2692	1	0.88458
2695	1	0.884584
2697	2	0.884594
2698	1	0.884599
2700	1	0.884603
2701	1	0.884608
2707	3	0.884622
2708	1	0.884627
2709	3	0.884641
2710	2	0.884651
2711	1	0.884655
2713	1	0.88466
2714	1	0.884665
2716	1	0.88467
2717	1	0.884674
2718	2	0.884684
2721	2	0.884693
2724	1	0.884698
2725	1	0.884703
2726	2	0.884712
2727	1	0.884717
2728	1	0.884722
2729	2	0.884731
2730	1	0.884736
2731	1	0.88474
2733	2	0.88475
2734	1	0.884755
2735	3	0.884769
2739	1	0.884774
2740	2	0.884783
2742	4	0.884802
2743	1	0.884807
2744	2	0.884816
2745	2	0.884825
2746	2	0.884835
2747	1	0.88484
2749	1	0.884844
2750	1	0.884849
2751	2	0.884859
2752	2	0.884868
2753	1	0.884873
2754	2	0.884882
2755	3	0.884896
2759	2	0.884906
2760	1	0.884911
2762	2	0.88492
2764	1	0.884925
2765	3	0.884939
2766	1	0.884944
2767	1	0.884948
2771	2	0.884958
2772	1	0.884963
2774	1	0.884967
2775	1	0.884972
2778	1	0.884977
2779	2	0.884986
2781	1	0.884991
2787	1	0.884996
2788	2	0.885005
2792	3	0.885019
2795	1	0.885024
2796	2	0.885033
2798	1	0.885038
2801	1	0.885043
2802	1	0.885048
2805	1	0.885052
2806	1	0.885057
2808	1	0.885062
2810	1	0.885066
2812	2	0.885076
2813	1	0.885081
2823	2	0.88509
2834	1	0.885095
2837	3	0.885109
2838	1	0.885114
2839	1	0.885118
2840	1	0.885123
2843	3	0.885137
2847	1	0.885142
2849	1	0.885147
2853	1	0.885152
2854	1	0.885156
2855	1	0.885161
2856	1	0.885166
2857	1	0.88517
2860	1	0.885175
2863	2	0.885185
2864	2	0.885194
2866	2	0.885204
2867	1	0.885208
2870	1	0.885213
2872	1	0.885218
2882	1	0.885222
2883	1	0.885227
2890	1	0.885232
2891	1	0.885237
2895	1	0.885241
2896	1	0.885246
2900	1	0.885251
2905	1	0.885256
2910	1	0.88526
2911	3	0.885274
2913	1	0.885279
2914	1	0.885284
2916	1	0.885289
2918	1	0.885293
2920	1	0.885298
2923	2	0.885307
2928	2	0.885317
2930	3	0.885331
2935	1	0.885336
2936	3	0.88535
2937	2	0.885359
2948	1	0.885364
2949	1	0.885369
2952	1	0.885374
2955	2	0.885383
2959	1	0.885388
2962	1	0.885393
2967	1	0.885397
2968	1	0.885402
2969	1	0.885407
2975	1	0.885411
2976	1	0.885416
2977	2	0.885426
2978	1	0.88543
2979	2	0.88544
2980	2	0.885449
2983	1	0.885454
2986	1	0.885459
2988	1	0.885463
2989	1	0.885468
2991	1	0.885473
2992	1	0.885478
2993	1	0.885482
2995	1	0.885487
2997	1	0.885492
2998	1	0.885497
3000	1	0.885501
3007	1	0.885506
3009	2	0.885515
3010	2	0.885525
3011	2	0.885534
3012	1	0.885539
3014	2	0.885548
3016	2	0.885558
3020	3	0.885572
3021	1	0.885577
3022	1	0.885582
3024	1	0.885586
3026	1	0.885591
3030	1	0.885596
3031	2	0.885605
3038	1	0.88561
3047	1	0.885615
3050	1	0.885619
3055	1	0.885624
3056	2	0.885634
3058	1	0.885638
3061	1	0.885643
3068	1	0.885648
3071	2	0.885657
3073	1	0.885662
3074	1	0.885667
3076	3	0.885681
3077	1	0.885686
3078	2	0.885695
3079	1	0.8857
3080	1	0.885704
3081	1	0.885709
3083	1	0.885714
3084	1	0.885719
3087	1	0.885723
3090	1	0.885728
3091	3	0.885742
3094	2	0.885752
3095	1	0.885756
3096	1	0.885761
3105	2	0.885771
3106	1	0.885775
3113	1	0.88578
3116	1	0.885785
3122	1	0.885789
3123	1	0.885794
3124	1	0.885799
3125	1	0.885804
3133	1	0.885808
3134	1	0.885813
3135	2	0.885823
3140	1	0.885827
3141	1	0.885832
3152	1	0.885837
3156	1	0.885841
3162	1	0.885846
3163	1	0.885851
3165	1	0.885856
3166	1	0.88586
3170	1	0.885865
3174	1	0.88587
3176	2	0.885879
3177	1	0.885884
3178	1	0.885889
3180	1	0.885893
3181	1	0.885898
3183	2	0.885908
3184	1	0.885912
3187	1	0.885917
3197	1	0.885922
3199	1	0.885927
3204	1	0.885931
3205	1	0.885936
3208	2	0.885945
3210	2	0.885955
3213	1	0.88596
3215	1	0.885964
3219	2	0.885974
3220	2	0.885983
3222	1	0.885988
3225	1	0.885993
3228	1	0.885997
3229	1	0.886002
3233	1	0.886007
3236	2	0.886016
3237	3	0.88603
3238	1	0.886035
3239	2	0.886045
3241	1	0.886049
3243	1	0.886054
3246	1	0.886059
3252	1	0.886064
3253	1	0.886068
3254	1	0.886073
3255	1	0.886078
3256	1	0.886082
3257	1	0.886087
3263	1	0.886092
3264	1	0.886097
3265	1	0.886101
3267	1	0.886106
3270	1	0.886111
3275	1	0.886116
3277	1	0.88612
3278	1	0.886125
3285	1	0.88613
3287	2	0.886139
3289	2	0.886149
3290	1	0.886153
3294	1	0.886158
3296	2	0.886168
3297	2	0.886177
3299	1	0.886182
3303	2	0.886191
3305	1	0.886196
3308	2	0.886205
3309	1	0.88621
3312	1	0.886215
3313	1	0.88622
3315	1	0.886224
3317	1	0.886229
3318	1	0.886234
3319	1	0.886238
3320	1	0.886243
3321	1	0.886248
3324	3	0.886262
3325	1	0.886267
3327	1	0.886271
3334	1	0.886276
3336	2	0.886286
3338	1	0.88629
3343	2	0.8863
3345	2	0.886309
3346	1	0.886314
3351	2	0.886323
3361	1	0.886328
3364	1	0.886333
3366	2	0.886342
3369	1	0.886347
3378	1	0.886352
3379	1	0.886357
3381	1	0.886361
3386	1	0.886366
3392	1	0.886371
3397	1	0.886375
3399	1	0.88638
3400	1	0.886385
3401	1	0.88639
3404	1	0.886394
3405	1	0.886399
3408	1	0.886404
3413	1	0.886409
3422	1	0.886413
3423	1	0.886418
3424	3	0.886432
3425	2	0.886442
3427	1	0.886446
3430	1	0.886451
3434	1	0.886456
3437	2	0.886465
3438	1	0.88647
3440	1	0.886475
3443	2	0.886484
3445	1	0.886489
3450	1	0.886494
3451	1	0.886498
3454	1	0.886503
3455	1	0.886508
3457	1	0.886512
3464	1	0.886517
3465	1	0.886522
3469	1	0.886527
3472	1	0.886531
3474	1	0.886536
3480	1	0.886541
3481	2	0.88655
3486	1	0.886555
3488	2	0.886564
3491	1	0.886569
3497	2	0.886579
3513	1	0.886583
3515	1	0.886588
3526	1	0.886593
3527	1	0.886598
3529	1	0.886602
3538	1	0.886607
3551	1	0.886612
3553	1	0.886616
3559	2	0.886626
3567	1	0.886631
3572	1	0.886635
3576	1	0.88664
3577	1	0.886645
3579	1	0.88665
3584	2	0.886659
3585	2	0.886668
3589	1	0.886673
3593	1	0.886678
3598	1	0.886683
3602	1	0.886687
3606	2	0.886697
3612	1	0.886702
3623	2	0.886711
3625	1	0.886716
3630	1	0.88672
3634	1	0.886725
3638	1	0.88673
3640	2	0.886739
3648	1	0.886744
3656	1	0.886749
3658	1	0.886753
3662	1	0.886758
3666	1	0.886763
3673	1	0.886768
3677	1	0.886772
3685	1	0.886777
3688	2	0.886787
3689	1	0.886791
3691	1	0.886796
3693	1	0.886801
3696	1	0.886805
3712	1	0.88681
3713	1	0.886815
3717	1	0.88682
3721	1	0.886824
3723	1	0.886829
3726	1	0.886834
