#distance	count	cdf
812	27	0.686902
813	30	0.686933
814	21	0.686955
815	33	0.686989
816	26	0.687016
817	25	0.687042
818	31	0.687075
819	18	0.687093
820	24	0.687118
821	30	0.68715
822	23	0.687174
823	29	0.687204
824	30	0.687235
825	24	0.68726
826	30	0.687291
827	44	0.687337
828	27	0.687365
829	38	0.687405
830	49	0.687456
831	26	0.687483
832	26	0.68751
833	25	0.687536
834	30	0.687567
835	21	0.687589
836	20	0.68761
837	30	0.687641
838	31	0.687674
839	22	0.687697
840	18	0.687715
841	35	0.687752
842	19	0.687772
843	32	0.687805
844	28	0.687834
845	22	0.687857
846	28	0.687886
847	39	0.687927
848	29	0.687957
849	31	0.687989
850	46	0.688037
851	28	0.688066
852	25	0.688093
853	26	0.68812
854	29	0.68815
855	45	0.688197
856	46	0.688245
857	33	0.688279
858	39	0.68832
859	23	0.688344
860	38	0.688383
861	29	0.688413
862	44	0.688459
863	35	0.688496
864	27	0.688524
865	31	0.688556
866	30	0.688587
867	34	0.688623
868	33	0.688657
869	26	0.688684
870	34	0.68872
871	30	0.688751
872	28	0.68878
873	26	0.688807
874	20	0.688828
875	25	0.688854
876	29	0.688884
877	20	0.688905
878	29	0.688935
879	32	0.688969
880	35	0.689005
881	20	0.689026
882	18	0.689045
883	28	0.689074
884	29	0.689104
885	27	0.689132
886	30	0.689164
887	30	0.689195
888	23	0.689219
889	33	0.689253
890	23	0.689277
891	33	0.689311
892	33	0.689346
893	17	0.689364
894	21	0.689385
895	27	0.689414
896	26	0.689441
897	18	0.689459
898	30	0.689491
899	21	0.689513
900	33	0.689547
901	41	0.68959
902	38	0.689629
903	24	0.689654
904	33	0.689689
905	30	0.68972
906	28	0.689749
907	30	0.68978
908	34	0.689816
909	34	0.689851
910	30	0.689882
911	17	0.6899
912	37	0.689939
913	28	0.689968
914	37	0.690006
915	38	0.690046
916	35	0.690082
917	17	0.6901
918	24	0.690125
919	27	0.690153
920	21	0.690175
921	23	0.690199
922	23	0.690223
923	15	0.690239
924	26	0.690266
925	31	0.690298
926	37	0.690337
927	25	0.690363
928	20	0.690384
929	28	0.690413
930	34	0.690448
931	42	0.690492
932	26	0.690519
933	32	0.690552
934	17	0.69057
935	24	0.690595
936	35	0.690632
937	29	0.690662
938	28	0.690691
939	28	0.69072
940	20	0.690741
941	24	0.690766
942	34	0.690801
943	32	0.690835
944	29	0.690865
945	33	0.690899
946	58	0.69096
947	31	0.690992
948	49	0.691043
949	29	0.691073
950	33	0.691108
951	18	0.691126
952	28	0.691156
953	27	0.691184
954	23	0.691208
955	26	0.691235
956	37	0.691273
957	20	0.691294
958	29	0.691324
959	23	0.691348
960	28	0.691378
961	37	0.691416
962	35	0.691453
963	27	0.691481
964	25	0.691507
965	46	0.691555
966	30	0.691586
967	31	0.691618
968	31	0.691651
969	22	0.691673
970	14	0.691688
971	30	0.691719
972	21	0.691741
973	21	0.691763
974	19	0.691783
975	24	0.691808
976	17	0.691826
977	48	0.691876
978	18	0.691894
979	38	0.691934
980	26	0.691961
981	23	0.691985
982	25	0.692011
983	34	0.692046
984	26	0.692074
985	31	0.692106
